Team,Year,Week,Offense DVOA,Weighted Offense DVOA,Defense DVOA,Weighted Defense DVOA,ST DVOA,Weighted ST DVOA
JAC,2010,6,-7.00%,-7.00%,20.90%,21.00%,8.60%,8.60%
STL,2010,6,-19.70%,-19.50%,0.50%,0.40%,-4.90%,-4.90%
BUF,2010,6,-14.60%,-14.20%,25.00%,25.30%,2.40%,2.40%
OAK,2010,6,-23.30%,-23.10%,13.80%,13.90%,-1.80%,-1.80%
CAR,2010,6,-51.20%,-51.20%,-11.80%,-12.00%,-4.00%,-4.00%
ARI,2010,6,-41.30%,-41.60%,8.00%,7.90%,0.70%,1.00%
NYG,2010,7,10.70%,10.90%,-25.10%,-25.70%,-8.80%,-8.70%
NE,2010,7,26.00%,25.80%,7.30%,7.00%,7.60%,7.80%
KC,2010,7,15.10%,15.20%,-7.10%,-6.90%,3.70%,3.60%
PIT,2010,7,3.90%,4.20%,-19.00%,-18.50%,2.90%,2.70%
PHI,2010,7,21.00%,21.00%,-7.60%,-7.70%,-3.10%,-3.10%
TEN,2010,7,-2.40%,-2.20%,-20.20%,-20.20%,5.40%,5.50%
NYJ,2010,7,12.30%,12.10%,-0.80%,-0.60%,6.90%,7.00%
GB,2010,7,13.80%,13.70%,-3.40%,-3.30%,-6.20%,-6.20%
ATL,2010,7,12.50%,12.30%,0.90%,1.00%,-1.00%,-1.00%
IND,2010,7,22.90%,22.90%,5.80%,5.90%,-6.80%,-6.80%
SD,2010,7,14.00%,14.10%,-17.20%,-17.20%,-21.10%,-20.90%
BAL,2010,7,4.60%,4.90%,0.20%,0.50%,3.40%,3.50%
HOU,2010,7,28.70%,29.00%,22.60%,22.50%,-1.30%,-1.30%
DAL,2010,7,12.50%,12.40%,8.20%,8.30%,-0.30%,-0.40%
MIA,2010,7,6.30%,6.30%,-1.40%,-1.40%,-4.30%,-4.20%
NO,2010,7,5.10%,4.90%,-0.30%,-0.60%,-3.50%,-3.60%
SEA,2010,7,-12.30%,-12.40%,-2.70%,-2.60%,11.10%,10.80%
DET,2010,7,-6.10%,-5.90%,5.80%,5.70%,9.30%,9.50%
CIN,2010,7,1.70%,1.90%,3.00%,3.20%,-2.50%,-2.60%
CLE,2010,7,-6.50%,-6.50%,2.30%,2.40%,4.00%,4.20%
MIN,2010,7,-15.90%,-15.70%,-8.30%,-8.40%,2.30%,2.30%
SF,2010,7,-14.60%,-14.30%,-6.70%,-7.10%,-0.60%,-0.50%
WAS,2010,7,-4.70%,-4.70%,1.60%,1.40%,-2.50%,-2.40%
CHI,2010,7,-31.80%,-32.50%,-12.90%,-13.00%,7.70%,7.80%
TB,2010,7,-8.30%,-8.30%,6.10%,6.30%,-0.10%,-0.20%
OAK,2010,7,-13.50%,-13.10%,5.60%,5.60%,-0.70%,-0.60%
STL,2010,7,-15.80%,-15.80%,1.40%,1.30%,-4.80%,-4.80%
JAC,2010,7,-8.70%,-8.40%,23.90%,24.00%,8.60%,8.60%
DEN,2010,7,-0.40%,-0.50%,20.70%,20.80%,-5.40%,-5.40%
BUF,2010,7,-5.20%,-4.90%,26.50%,26.60%,5.10%,5.00%
CAR,2010,7,-42.00%,-41.70%,-9.40%,-9.40%,-2.10%,-2.10%
ARI,2010,7,-38.40%,-38.70%,1.40%,1.30%,0.90%,1.00%
KC,2010,8,15.90%,16.00%,-10.80%,-10.60%,2.20%,2.10%
PHI,2010,8,23.10%,23.10%,-7.90%,-8.10%,-3.10%,-3.10%
NE,2010,8,30.30%,30.10%,9.30%,9.20%,5.70%,5.70%
TEN,2010,8,3.40%,3.70%,-15.80%,-15.70%,5.60%,5.70%
NYG,2010,8,10.90%,11.10%,-22.50%,-22.60%,-8.80%,-8.70%
PIT,2010,8,1.20%,1.50%,-20.20%,-20.00%,1.80%,1.80%
NYJ,2010,8,3.10%,2.60%,-4.90%,-4.80%,6.30%,6.40%
GB,2010,8,10.20%,9.90%,-8.80%,-8.80%,-5.40%,-5.30%
SD,2010,8,19.70%,19.70%,-13.50%,-13.30%,-19.90%,-19.80%
IND,2010,8,20.80%,20.60%,1.90%,1.60%,-6.00%,-6.00%
MIA,2010,8,9.50%,9.70%,-2.50%,-2.60%,-0.70%,-0.40%
ATL,2010,8,13.10%,13.20%,1.80%,2.00%,-1.00%,-1.00%
BAL,2010,8,5.20%,5.40%,0.90%,1.20%,3.40%,3.50%
NO,2010,8,3.40%,3.20%,-3.30%,-3.70%,-2.30%,-2.40%
HOU,2010,8,25.00%,24.90%,19.70%,19.50%,-1.10%,-1.10%
DET,2010,8,-7.70%,-7.60%,1.30%,1.10%,6.30%,6.30%
CLE,2010,8,-5.40%,-5.40%,2.80%,2.80%,4.00%,4.10%
SF,2010,8,-10.00%,-9.60%,-5.20%,-5.40%,0.10%,0.30%
MIN,2010,8,-9.70%,-9.40%,-0.50%,-0.40%,3.30%,3.40%
CIN,2010,8,0.00%,0.10%,4.50%,4.80%,-2.80%,-2.80%
WAS,2010,8,-7.50%,-7.70%,1.50%,1.30%,-0.80%,-0.80%
OAK,2010,8,-9.50%,-9.10%,-1.30%,-1.70%,-2.70%,-2.60%
JAC,2010,8,-3.50%,-3.50%,15.70%,15.60%,8.20%,8.20%
TB,2010,8,-2.40%,-2.30%,7.10%,7.30%,-2.00%,-2.10%
SEA,2010,8,-20.20%,-20.20%,2.40%,2.60%,9.80%,9.60%
DAL,2010,8,-0.50%,-0.80%,13.70%,13.80%,0.30%,0.20%
CHI,2010,8,-31.80%,-31.90%,-9.40%,-9.60%,7.70%,7.90%
STL,2010,8,-15.30%,-15.20%,-2.10%,-2.10%,-4.80%,-4.80%
DEN,2010,8,2.10%,2.00%,21.00%,21.10%,-6.30%,-6.30%
BUF,2010,8,-7.20%,-7.10%,24.20%,24.20%,4.50%,4.50%
CAR,2010,8,-44.40%,-44.50%,-7.50%,-7.60%,-1.40%,-1.40%
ARI,2010,8,-35.80%,-35.90%,4.30%,4.10%,1.60%,1.70%
NYG,2010,9,15.00%,15.80%,-23.80%,-23.20%,-7.80%,-7.30%
PHI,2010,9,24.10%,24.20%,-8.50%,-9.10%,-2.20%,-2.10%
TEN,2010,9,3.40%,2.90%,-16.60%,-16.40%,5.60%,5.50%
PIT,2010,9,0.60%,0.90%,-20.70%,-20.30%,1.50%,1.50%
GB,2010,9,11.90%,11.30%,-13.10%,-13.30%,-4.10%,-4.70%
KC,2010,9,10.00%,10.10%,-12.00%,-11.70%,-1.50%,-2.70%
NE,2010,9,26.30%,25.20%,11.90%,11.80%,3.50%,3.00%
SD,2010,9,21.00%,21.70%,-12.40%,-12.10%,-19.00%,-18.20%
IND,2010,9,20.90%,21.50%,2.00%,1.00%,-5.70%,-5.50%
ATL,2010,9,14.10%,14.10%,-0.90%,-0.40%,-3.50%,-3.80%
BAL,2010,9,7.70%,9.00%,-1.20%,-0.10%,2.00%,2.30%
NYJ,2010,9,0.00%,0.60%,-5.20%,-3.90%,5.20%,5.10%
NO,2010,9,4.50%,4.10%,-5.30%,-5.30%,-1.30%,-1.10%
CLE,2010,9,1.70%,3.00%,-0.40%,0.00%,5.30%,6.00%
HOU,2010,9,25.90%,25.70%,21.60%,21.60%,-0.20%,-0.70%
MIA,2010,9,6.00%,7.10%,1.40%,2.00%,-1.20%,-0.50%
DET,2010,9,-6.70%,-6.00%,2.00%,1.80%,5.50%,5.40%
SF,2010,9,-10.00%,-7.20%,-5.50%,-6.10%,0.10%,0.50%
CIN,2010,9,2.00%,2.10%,1.80%,1.00%,-5.40%,-5.00%
OAK,2010,9,-10.70%,-9.60%,-4.70%,-5.70%,-0.60%,-0.40%
MIN,2010,9,-8.50%,-8.30%,0.40%,0.20%,-0.60%,-0.50%
TB,2010,9,-3.60%,-3.30%,7.60%,8.70%,1.50%,1.20%
WAS,2010,9,-8.10%,-7.90%,1.40%,0.60%,-0.80%,-0.70%
JAC,2010,9,-3.90%,-4.40%,16.10%,16.20%,8.20%,7.80%
CHI,2010,9,-31.50%,-32.30%,-7.00%,-5.80%,5.40%,5.50%
STL,2010,9,-16.10%,-15.10%,-1.80%,-2.80%,-4.80%,-5.10%
DAL,2010,9,-5.60%,-7.20%,15.00%,15.80%,-1.10%,-0.60%
SEA,2010,9,-24.50%,-25.30%,8.80%,11.10%,8.50%,8.20%
DEN,2010,9,2.00%,1.90%,21.10%,20.90%,-6.30%,-6.40%
BUF,2010,9,-5.80%,-5.00%,24.80%,25.70%,3.60%,3.50%
ARI,2010,9,-34.00%,-34.60%,5.90%,6.80%,5.00%,5.60%
CAR,2010,9,-47.30%,-47.00%,-5.30%,-4.60%,-2.10%,-2.40%
PHI,2010,10,29.20%,29.40%,-8.30%,-9.20%,-2.00%,-1.80%
TEN,2010,10,2.80%,4.70%,-16.70%,-15.50%,5.80%,6.40%
NE,2010,10,33.00%,32.90%,12.40%,11.80%,2.60%,2.10%
PIT,2010,10,5.70%,7.60%,-16.00%,-13.40%,1.00%,0.40%
GB,2010,10,12.10%,11.40%,-14.70%,-14.30%,-4.10%,-4.90%
NYG,2010,10,10.70%,12.20%,-17.30%,-17.90%,-7.20%,-7.00%
BAL,2010,10,9.80%,12.90%,-4.10%,-2.50%,2.10%,2.60%
IND,2010,10,14.60%,14.00%,-5.10%,-5.80%,-4.80%,-4.60%
SD,2010,10,17.40%,18.30%,-14.30%,-13.40%,-19.00%,-18.50%
ATL,2010,10,13.00%,12.40%,-0.70%,0.20%,-1.40%,-1.80%
NYJ,2010,10,2.50%,2.60%,-6.70%,-4.80%,2.60%,2.30%
MIA,2010,10,10.10%,12.10%,-1.40%,-0.10%,-0.70%,-0.30%
CLE,2010,10,2.40%,4.60%,0.50%,1.80%,5.20%,6.10%
KC,2010,10,4.40%,4.80%,-4.40%,-3.20%,-2.30%,-3.50%
NO,2010,10,0.60%,-0.30%,-6.90%,-8.00%,-1.30%,-1.40%
HOU,2010,10,25.70%,24.70%,25.80%,25.60%,0.40%,0.40%
SF,2010,10,-7.60%,-5.70%,-5.90%,-6.00%,0.50%,1.10%
CIN,2010,10,-3.40%,-2.80%,-2.90%,-2.00%,-3.80%,-3.80%
OAK,2010,10,-12.90%,-11.10%,-6.70%,-8.00%,-0.60%,-0.40%
DET,2010,10,-12.50%,-12.90%,-0.70%,-1.60%,4.60%,4.40%
JAC,2010,10,2.50%,3.50%,16.20%,16.50%,6.00%,5.60%
TB,2010,10,0.70%,1.60%,8.90%,10.80%,0.00%,-0.40%
CHI,2010,10,-29.80%,-31.60%,-11.90%,-11.70%,6.10%,6.90%
DEN,2010,10,10.40%,10.90%,18.10%,18.40%,-5.30%,-5.10%
WAS,2010,10,-10.10%,-10.50%,5.30%,4.70%,1.20%,1.40%
MIN,2010,10,-11.90%,-10.90%,1.50%,1.90%,-2.30%,-2.40%
DAL,2010,10,-2.50%,-3.70%,11.90%,11.60%,-1.90%,-1.90%
STL,2010,10,-16.70%,-15.80%,0.30%,0.10%,-2.30%,-2.20%
SEA,2010,10,-21.00%,-21.40%,8.40%,10.60%,8.30%,8.00%
BUF,2010,10,-7.60%,-6.10%,18.10%,18.60%,3.00%,3.10%
ARI,2010,10,-35.90%,-36.00%,7.10%,7.10%,4.30%,5.50%
CAR,2010,10,-45.90%,-44.80%,1.00%,2.20%,-0.20%,0.00%
PHI,2010,11,25.70%,25.50%,-12.40%,-13.10%,-2.30%,-2.30%
PIT,2010,11,9.30%,11.40%,-20.90%,-18.50%,2.20%,1.60%
NE,2010,11,36.30%,36.50%,12.20%,11.60%,3.10%,3.20%
GB,2010,11,13.80%,12.80%,-14.80%,-15.10%,-3.60%,-3.50%
TEN,2010,11,3.30%,4.80%,-12.50%,-11.30%,7.60%,8.30%
NYG,2010,11,6.80%,7.50%,-17.90%,-19.70%,-6.50%,-6.00%
BAL,2010,11,8.30%,10.30%,-6.60%,-6.30%,3.10%,3.60%
ATL,2010,11,14.30%,13.60%,0.60%,1.60%,0.40%,0.50%
NYJ,2010,11,2.00%,0.90%,-7.10%,-6.00%,4.10%,3.80%
SD,2010,11,15.10%,16.60%,-14.90%,-14.40%,-18.10%,-16.80%
IND,2010,11,14.70%,14.30%,-1.20%,-1.40%,-5.00%,-4.90%
MIA,2010,11,8.00%,8.60%,-2.40%,-2.20%,-0.30%,0.40%
CLE,2010,11,0.10%,1.20%,-4.20%,-4.00%,3.80%,4.40%
NO,2010,11,5.80%,5.50%,-3.70%,-4.70%,-2.90%,-3.40%
KC,2010,11,5.90%,5.50%,1.60%,3.80%,-1.00%,-2.00%
HOU,2010,11,24.70%,25.30%,24.60%,24.00%,-0.50%,-0.40%
TB,2010,11,3.60%,4.90%,3.20%,3.90%,-1.10%,-1.60%
CIN,2010,11,-4.30%,-3.70%,-0.60%,0.30%,-3.90%,-4.40%
CHI,2010,11,-28.00%,-30.10%,-14.10%,-14.80%,6.10%,6.60%
DET,2010,11,-10.60%,-10.60%,-1.20%,-2.20%,1.60%,1.40%
SF,2010,11,-13.80%,-11.80%,-4.40%,-5.50%,0.70%,1.40%
JAC,2010,11,-0.40%,1.60%,14.20%,14.00%,5.40%,5.10%
WAS,2010,11,-5.20%,-4.80%,5.30%,4.70%,-1.60%,-1.30%
DAL,2010,11,-3.00%,-4.80%,12.50%,13.20%,1.70%,1.70%
DEN,2010,11,7.50%,8.00%,18.80%,19.00%,-4.70%,-4.70%
MIN,2010,11,-13.50%,-12.70%,2.30%,3.40%,-2.10%,-2.30%
BUF,2010,11,-4.60%,-3.40%,15.20%,15.10%,1.50%,0.90%
OAK,2010,11,-19.50%,-17.80%,-2.60%,-3.60%,-1.50%,-0.90%
STL,2010,11,-15.20%,-14.30%,1.70%,1.30%,-2.10%,-1.90%
SEA,2010,11,-17.60%,-17.90%,12.10%,14.70%,8.10%,6.70%
ARI,2010,11,-32.20%,-32.60%,7.70%,8.30%,4.10%,5.00%
CAR,2010,11,-47.40%,-46.90%,-0.90%,0.20%,-0.10%,0.20%
PIT,2010,12,8.30%,10.30%,-19.60%,-17.80%,2.90%,2.90%
NE,2010,12,40.40%,40.80%,12.40%,12.50%,2.30%,1.90%
PHI,2010,12,23.00%,23.60%,-6.70%,-6.80%,-1.10%,-0.90%
GB,2010,12,11.90%,10.70%,-14.30%,-14.80%,-3.70%,-3.30%
NYG,2010,12,8.40%,8.80%,-17.00%,-17.10%,-5.10%,-4.30%
BAL,2010,12,7.90%,8.90%,-8.20%,-8.00%,3.20%,3.70%
NYJ,2010,12,2.50%,0.80%,-11.00%,-10.40%,5.30%,5.50%
SD,2010,12,14.40%,15.30%,-17.80%,-17.30%,-15.30%,-13.90%
ATL,2010,12,12.80%,13.20%,0.20%,1.40%,1.60%,1.90%
TEN,2010,12,-7.10%,-6.90%,-12.40%,-10.90%,7.30%,8.10%
NO,2010,12,7.50%,7.30%,-4.10%,-5.70%,-2.00%,-2.40%
MIA,2010,12,7.80%,8.80%,-2.40%,-2.20%,-1.20%,0.00%
KC,2010,12,11.30%,11.30%,0.00%,2.10%,-3.50%,-4.70%
CLE,2010,12,-1.10%,-0.30%,-3.40%,-3.90%,3.30%,3.70%
IND,2010,12,10.30%,9.00%,-1.10%,-1.90%,-5.80%,-6.00%
HOU,2010,12,24.80%,24.90%,19.70%,18.50%,-0.60%,-0.40%
TB,2010,12,2.80%,4.00%,2.90%,3.40%,-0.20%,-0.60%
CHI,2010,12,-22.90%,-22.40%,-14.40%,-15.60%,5.70%,6.30%
SF,2010,12,-12.30%,-10.00%,-4.90%,-4.90%,-0.10%,0.40%
JAC,2010,12,0.20%,1.10%,16.00%,15.90%,5.30%,4.80%
DET,2010,12,-10.90%,-10.90%,2.50%,2.10%,1.40%,0.90%
CIN,2010,12,-6.70%,-7.20%,-1.00%,0.20%,-6.80%,-7.40%
MIN,2010,12,-11.20%,-10.20%,-1.00%,-0.30%,-2.50%,-2.80%
BUF,2010,12,-3.60%,-2.20%,12.50%,11.60%,2.20%,1.90%
DEN,2010,12,10.60%,12.40%,19.40%,19.70%,-5.00%,-4.90%
WAS,2010,12,-8.80%,-9.20%,6.20%,6.40%,-0.50%,-0.20%
DAL,2010,12,-4.90%,-6.50%,13.60%,14.50%,2.50%,2.60%
OAK,2010,12,-20.20%,-19.00%,-2.40%,-4.10%,-0.80%,-0.20%
STL,2010,12,-13.20%,-11.60%,5.00%,5.80%,-2.10%,-1.90%
SEA,2010,12,-18.30%,-17.70%,14.70%,18.00%,7.20%,5.70%
ARI,2010,12,-33.60%,-33.70%,10.00%,10.20%,3.40%,4.20%
CAR,2010,12,-43.10%,-43.20%,-2.50%,-1.80%,0.00%,0.20%
NE,2010,13,43.20%,44.40%,10.10%,9.20%,2.40%,1.30%
PIT,2010,13,6.70%,9.10%,-20.40%,-18.60%,3.20%,3.40%
PHI,2010,13,22.10%,23.00%,-5.70%,-5.70%,0.00%,0.80%
GB,2010,13,14.40%,13.80%,-13.70%,-14.20%,-3.70%,-4.40%
NYG,2010,13,8.40%,9.90%,-17.80%,-15.70%,-4.50%,-3.00%
BAL,2010,13,7.50%,9.70%,-9.60%,-9.20%,3.20%,4.00%
ATL,2010,13,11.70%,12.00%,-1.30%,0.90%,3.40%,4.30%
SD,2010,13,14.70%,16.50%,-13.00%,-11.50%,-14.80%,-12.10%
NYJ,2010,13,-1.60%,-2.70%,-8.20%,-5.60%,4.20%,3.70%
NO,2010,13,10.30%,11.20%,-2.20%,-2.20%,-2.80%,-2.90%
MIA,2010,13,5.40%,6.90%,-2.70%,-2.10%,-0.50%,1.40%
KC,2010,13,9.30%,9.70%,-1.00%,2.00%,-2.80%,-5.40%
CLE,2010,13,-1.30%,1.20%,-6.00%,-5.90%,2.70%,3.70%
TEN,2010,13,-9.40%,-12.10%,-9.20%,-6.90%,7.00%,7.40%
IND,2010,13,8.90%,7.90%,-1.10%,-2.80%,-5.30%,-5.10%
HOU,2010,13,25.10%,25.40%,20.60%,19.30%,-1.00%,-1.70%
CHI,2010,13,-18.80%,-16.10%,-12.60%,-11.30%,5.40%,5.70%
TB,2010,13,2.70%,4.90%,1.50%,2.60%,-1.90%,-3.00%
JAC,2010,13,4.50%,5.30%,14.60%,14.70%,3.50%,1.70%
SF,2010,13,-11.80%,-5.50%,-3.10%,-2.90%,-0.10%,0.60%
MIN,2010,13,-13.50%,-12.90%,-4.50%,-4.50%,-1.40%,-1.40%
CIN,2010,13,-4.80%,-5.70%,2.20%,3.80%,-4.80%,-4.50%
DET,2010,13,-8.30%,-7.70%,6.00%,7.50%,2.10%,0.90%
OAK,2010,13,-15.00%,-11.60%,-2.80%,-6.00%,-0.50%,0.20%
DEN,2010,13,8.20%,9.80%,17.80%,17.30%,-3.80%,-3.50%
DAL,2010,13,-4.20%,-6.60%,11.50%,12.40%,0.80%,1.90%
STL,2010,13,-14.60%,-10.90%,2.70%,1.90%,0.00%,0.90%
BUF,2010,13,-8.70%,-7.20%,10.90%,10.20%,0.80%,0.20%
WAS,2010,13,-10.70%,-11.50%,7.30%,8.00%,-1.40%,-1.30%
SEA,2010,13,-15.70%,-14.90%,14.70%,20.50%,7.20%,5.70%
CAR,2010,13,-41.20%,-38.80%,-1.80%,0.90%,-0.70%,-0.50%
ARI,2010,13,-35.70%,-36.00%,8.30%,10.60%,2.50%,3.20%
NE,2010,14,44.70%,47.70%,8.70%,6.40%,1.80%,0.40%
PIT,2010,14,8.70%,13.10%,-21.50%,-18.10%,3.00%,2.50%
PHI,2010,14,20.10%,19.40%,-5.40%,-5.60%,1.40%,3.00%
NYG,2010,14,8.20%,10.60%,-19.00%,-20.20%,-5.60%,-4.90%
BAL,2010,14,5.50%,9.60%,-9.70%,-8.90%,5.80%,7.90%
GB,2010,14,10.40%,8.70%,-12.40%,-12.40%,-3.10%,-3.60%
SD,2010,14,15.50%,17.80%,-15.70%,-14.50%,-12.80%,-9.90%
ATL,2010,14,13.40%,12.50%,0.10%,2.80%,3.60%,4.70%
NO,2010,14,11.10%,11.70%,-4.50%,-5.70%,-2.90%,-3.40%
NYJ,2010,14,-4.00%,-7.60%,-9.80%,-7.20%,4.40%,4.10%
TEN,2010,14,-2.80%,-0.90%,-6.50%,-1.70%,5.80%,7.10%
MIA,2010,14,1.80%,1.90%,-6.70%,-5.90%,0.30%,1.50%
IND,2010,14,11.50%,8.90%,3.10%,3.10%,-4.60%,-4.20%
KC,2010,14,8.00%,8.90%,1.40%,4.30%,-2.90%,-5.40%
HOU,2010,14,22.00%,20.30%,17.50%,14.60%,-3.30%,-4.20%
CLE,2010,14,-5.80%,-4.00%,-4.20%,-3.80%,2.90%,4.10%
TB,2010,14,3.70%,6.40%,3.70%,5.20%,-1.50%,-2.40%
CHI,2010,14,-20.60%,-20.10%,-10.80%,-10.90%,4.80%,5.40%
JAC,2010,14,7.30%,11.40%,17.80%,17.40%,5.00%,3.80%
DET,2010,14,-7.10%,-6.80%,2.10%,1.20%,1.70%,-0.10%
SF,2010,14,-11.10%,-7.20%,-2.90%,-1.40%,-2.00%,-1.70%
MIN,2010,14,-14.60%,-13.70%,-3.30%,-2.70%,0.50%,0.80%
OAK,2010,14,-10.00%,-4.10%,-0.30%,-2.80%,-1.90%,-1.70%
CIN,2010,14,-5.00%,-4.90%,3.30%,7.90%,-4.10%,-4.60%
DAL,2010,14,-3.90%,-6.40%,10.20%,9.70%,0.50%,1.70%
BUF,2010,14,-6.80%,-4.10%,8.00%,5.80%,0.60%,0.00%
STL,2010,14,-16.20%,-14.40%,2.70%,3.20%,0.20%,1.50%
WAS,2010,14,-9.10%,-11.10%,8.20%,7.70%,-2.80%,-3.50%
DEN,2010,14,1.50%,0.90%,18.70%,19.50%,-3.50%,-2.80%
SEA,2010,14,-16.40%,-16.60%,15.80%,21.50%,8.20%,7.40%
ARI,2010,14,-33.90%,-33.10%,4.50%,4.20%,2.90%,4.60%
CAR,2010,14,-38.60%,-35.10%,-1.10%,1.30%,-0.10%,0.60%
NE,2010,15,43.90%,47.50%,6.20%,3.50%,2.30%,1.60%
PIT,2010,15,10.20%,14.60%,-19.30%,-15.50%,0.80%,-0.70%
PHI,2010,15,21.90%,22.10%,-5.10%,-3.20%,1.70%,3.60%
BAL,2010,15,5.60%,9.20%,-10.50%,-11.40%,6.60%,9.00%
SD,2010,15,17.00%,22.00%,-15.50%,-14.00%,-11.70%,-6.20%
NYG,2010,15,9.20%,11.40%,-17.30%,-19.10%,-5.80%,-4.20%
GB,2010,15,8.10%,4.60%,-12.80%,-14.20%,-3.10%,-2.80%
ATL,2010,15,9.40%,6.70%,-1.00%,0.30%,4.80%,7.00%
NYJ,2010,15,-1.60%,-6.00%,-8.90%,-7.10%,6.70%,6.90%
NO,2010,15,10.30%,11.60%,-3.10%,-5.20%,-2.30%,-2.70%
TEN,2010,15,-3.10%,-2.40%,-8.60%,-3.60%,5.60%,6.10%
MIA,2010,15,1.30%,-1.20%,-6.80%,-8.00%,-1.40%,-0.10%
KC,2010,15,7.00%,5.60%,0.70%,5.40%,-2.60%,-5.70%
IND,2010,15,11.20%,8.80%,3.40%,3.20%,-5.90%,-5.80%
CHI,2010,15,-19.10%,-17.90%,-13.20%,-13.80%,7.00%,8.00%
HOU,2010,15,20.10%,19.20%,16.60%,12.30%,-3.40%,-4.50%
CLE,2010,15,-4.20%,-2.90%,-1.20%,0.10%,2.30%,2.90%
JAC,2010,15,6.70%,13.60%,16.90%,16.20%,6.60%,6.10%
TB,2010,15,4.30%,8.90%,7.40%,9.50%,-1.20%,-2.30%
DET,2010,15,-3.50%,-1.10%,3.60%,3.40%,1.50%,0.30%
OAK,2010,15,-9.30%,-1.70%,-0.60%,-3.60%,-0.70%,0.80%
CIN,2010,15,-2.10%,-1.80%,4.80%,9.00%,-3.10%,-3.40%
DAL,2010,15,-2.60%,-6.70%,9.30%,9.90%,1.20%,1.70%
SF,2010,15,-10.90%,-4.20%,-0.70%,-0.60%,-2.00%,-1.80%
BUF,2010,15,-6.50%,-5.50%,7.30%,3.90%,0.50%,-1.40%
MIN,2010,15,-18.00%,-19.00%,-2.80%,-1.50%,-2.40%,-3.40%
STL,2010,15,-17.90%,-16.50%,2.10%,1.60%,0.80%,2.60%
DEN,2010,15,0.70%,1.00%,18.30%,18.00%,-3.50%,-3.00%
SEA,2010,15,-17.80%,-19.30%,11.70%,18.50%,7.40%,4.30%
WAS,2010,15,-10.00%,-11.60%,9.00%,9.20%,-3.10%,-3.20%
CAR,2010,15,-37.10%,-32.30%,-2.70%,0.20%,0.30%,1.10%
ARI,2010,15,-34.90%,-36.30%,5.20%,6.40%,2.80%,4.20%
NE,2010,16,41.30%,44.10%,2.30%,-1.70%,3.10%,2.20%
PIT,2010,16,11.20%,17.60%,-19.80%,-15.50%,0.40%,-0.90%
PHI,2010,16,21.00%,21.70%,-3.00%,-1.40%,1.30%,3.10%
GB,2010,16,12.60%,10.90%,-13.80%,-14.70%,-2.90%,-2.00%
BAL,2010,16,6.40%,10.00%,-10.70%,-11.10%,6.10%,8.70%
SD,2010,16,16.10%,18.70%,-11.40%,-7.60%,-10.80%,-5.40%
ATL,2010,16,8.30%,6.00%,-3.60%,-2.50%,4.20%,6.20%
NYG,2010,16,7.50%,9.40%,-12.60%,-10.10%,-5.30%,-3.50%
NYJ,2010,16,1.30%,-4.10%,-6.50%,-2.90%,5.50%,5.80%
NO,2010,16,9.10%,10.00%,-4.80%,-9.10%,-1.30%,-1.70%
TEN,2010,16,-5.70%,-4.60%,-7.30%,-1.10%,5.30%,6.30%
MIA,2010,16,1.40%,-0.90%,-6.80%,-7.40%,-1.90%,-0.20%
KC,2010,16,6.90%,5.70%,0.40%,5.70%,-2.50%,-5.10%
CHI,2010,16,-15.90%,-10.40%,-10.70%,-11.30%,7.50%,9.70%
CLE,2010,16,-2.90%,-0.90%,-1.30%,-0.20%,2.80%,3.40%
IND,2010,16,12.00%,9.00%,4.40%,3.90%,-6.70%,-7.30%
TB,2010,16,7.60%,12.80%,5.80%,8.00%,-1.30%,-2.40%
HOU,2010,16,18.50%,15.80%,17.60%,14.00%,-1.90%,-2.20%
DET,2010,16,-1.90%,1.80%,3.00%,2.70%,2.50%,1.40%
CIN,2010,16,1.60%,2.70%,2.40%,6.60%,-3.20%,-3.10%
JAC,2010,16,3.40%,8.20%,14.90%,13.40%,5.20%,3.60%
OAK,2010,16,-9.30%,-2.30%,0.90%,-1.50%,2.10%,4.90%
MIN,2010,16,-15.00%,-15.40%,-3.90%,-3.10%,-1.80%,-2.80%
DAL,2010,16,-4.80%,-7.90%,10.60%,10.40%,1.40%,1.40%
SF,2010,16,-13.90%,-9.50%,0.30%,2.50%,-1.40%,-0.80%
BUF,2010,16,-10.10%,-9.70%,5.80%,-0.50%,-0.20%,-2.10%
STL,2010,16,-16.50%,-14.30%,1.50%,2.70%,0.40%,2.40%
DEN,2010,16,-0.10%,0.70%,18.00%,17.50%,-3.20%,-1.90%
WAS,2010,16,-13.20%,-16.30%,5.90%,6.30%,-2.50%,-2.90%
SEA,2010,16,-19.40%,-18.60%,14.00%,22.00%,6.30%,3.00%
ARI,2010,16,-33.50%,-33.10%,3.80%,1.90%,3.90%,6.40%
CAR,2010,16,-36.80%,-33.00%,-1.50%,2.30%,0.10%,0.80%
NE,2010,17,42.20%,45.30%,2.30%,-3.70%,4.70%,5.40%
PIT,2010,17,14.30%,21.80%,-20.70%,-17.50%,0.40%,-0.90%
PHI,2010,17,17.30%,16.20%,-3.60%,-2.10%,2.30%,5.10%
GB,2010,17,11.50%,9.50%,-13.90%,-16.60%,-2.40%,-0.90%
BAL,2010,17,5.40%,4.90%,-10.30%,-12.60%,6.00%,8.70%
NYJ,2010,17,2.10%,-2.70%,-10.90%,-11.70%,5.80%,5.80%
ATL,2010,17,8.00%,4.80%,-2.10%,0.80%,6.30%,10.70%
SD,2010,17,15.50%,16.80%,-10.00%,-6.80%,-10.20%,-2.80%
